transaction_id,transaction_date,customer_segment,items,basket_size
T00782,2026-02-26,Premium,Bread|Cheese|Chicken|Eggs|Pasta,5
T00783,2026-03-27,Premium,Biscuits|Bread|Coffee|Pasta,4
T00784,2026-04-28,Premium,Bread|Coffee|Juice|Pasta|Tomato Sauce,5
T00785,2026-05-01,Premium,Bread|Butter|Cereal|Cheese|Pasta,5
T00786,2026-06-02,Regular,Cereal|Cheese|Eggs|Milk|Pasta,5
T00787,2026-07-03,Premium,Biscuits|Coffee|Milk,3
T00788,2026-08-04,Premium,Bread|Cheese|Pasta|Tomato Sauce,4
T00789,2026-09-05,Value,Chicken|Pasta|Tomato Sauce,3
T00790,2026-10-06,Regular,Bread|Butter|Cheese|Eggs|Milk,5
T00791,2026-11-07,Value,Chicken|Pasta,2
T00792,2026-12-08,Regular,Chicken|Eggs|Milk|Pasta,4
T00793,2026-01-09,Value,Biscuits|Cereal|Coffee|Milk|Yogurt,5
T00794,2026-02-10,Value,Chicken|Chips|Coffee|Juice|Pasta|Tomato Sauce,6
T00795,2026-03-11,Premium,Cereal|Chips|Milk,3
T00796,2026-04-12,Premium,Biscuits|Coffee|Milk,3
T00797,2026-05-13,Value,Biscuits|Bread|Butter|Milk,4
T00798,2026-06-14,Premium,Bread|Butter|Milk|Tea,4
T00799,2026-07-15,Regular,Biscuits|Chips|Coffee|Milk,4
T00800,2026-08-16,Value,Biscuits|Bread|Coffee|Milk|Yogurt,5
T00801,2026-09-17,Value,Bread|Butter,2
T00802,2026-10-18,Premium,Bread|Cheese|Pasta|Tomato Sauce,4
T00803,2026-11-19,Regular,Biscuits|Cereal|Milk,3
T00804,2026-12-20,Premium,Butter|Cereal|Chicken|Eggs|Milk|Yogurt,6
T00805,2026-01-21,Value,Bread|Butter|Milk,3
T00806,2026-02-22,Value,Bread|Butter|Cereal|Milk|Yogurt,5
T00807,2026-03-23,Value,Biscuits|Chicken|Coffee|Milk,4
T00808,2026-04-24,Regular,Bread|Butter|Coffee|Eggs,4
T00809,2026-05-25,Value,Butter|Cereal|Cheese|Pasta|Tea|Tomato Sauce,6
T00810,2026-06-26,Premium,Biscuits|Butter|Coffee|Milk,4
T00811,2026-07-27,Premium,Cereal|Milk,2
T00812,2026-08-28,Value,Biscuits|Cereal|Coffee|Yogurt,4
T00813,2026-09-01,Premium,Biscuits|Coffee,2
T00814,2026-10-02,Regular,Butter|Cereal|Milk|Pasta|Yogurt,5
T00815,2026-11-03,Premium,Cheese|Pasta|Tomato Sauce,3
T00816,2026-12-04,Value,Bread|Butter|Milk|Tea|Yogurt,5
T00817,2026-01-05,Value,Cereal|Juice|Milk|Pasta,4
T00818,2026-02-06,Premium,Bread|Butter|Milk,3
T00819,2026-03-07,Regular,Biscuits|Chips|Coffee|Eggs|Milk,5
T00820,2026-04-08,Value,Cereal|Coffee|Eggs|Milk,4
T00821,2026-05-09,Premium,Bread|Butter,2
T00822,2026-06-10,Premium,Cereal|Milk,2
T00823,2026-07-11,Premium,Cereal|Chicken|Pasta|Tomato Sauce,4
T00824,2026-08-12,Regular,Biscuits|Coffee|Milk,3
T00825,2026-09-13,Value,Bread|Butter|Cheese|Juice,4
T00826,2026-10-14,Premium,Cereal|Milk|Yogurt,3
T00827,2026-11-15,Premium,Bread|Butter|Cereal|Milk,4
T00828,2026-12-16,Value,Biscuits|Bread|Butter|Milk,4
T00829,2026-01-17,Premium,Cheese|Pasta|Tomato Sauce,3
T00830,2026-02-18,Regular,Biscuits|Cereal|Coffee|Milk,4
T00831,2026-03-19,Value,Bread|Butter|Milk,3
T00832,2026-04-20,Regular,Bread|Cheese|Pasta|Tomato Sauce,4
T00833,2026-05-21,Regular,Chicken|Chips|Juice|Pasta|Tomato Sauce,5
T00834,2026-06-22,Value,Biscuits|Chips|Coffee|Eggs|Juice|Milk|Tea|Yogurt,8
T00835,2026-07-23,Value,Milk|Pasta|Tea|Tomato Sauce|Yogurt,5
T00836,2026-08-24,Regular,Biscuits|Coffee|Milk,3
T00837,2026-09-25,Regular,Bread|Butter|Eggs|Milk,4
T00838,2026-10-26,Value,Cheese|Chicken|Pasta|Tomato Sauce,4
T00839,2026-11-27,Regular,Cereal|Milk|Yogurt,3
T00840,2026-12-28,Premium,Bread|Butter|Milk,3
T00841,2026-01-01,Value,Bread|Butter|Milk|Tea|Tomato Sauce,5
T00842,2026-02-02,Regular,Chips|Eggs|Pasta|Tomato Sauce,4
T00843,2026-03-03,Regular,Butter|Cereal|Chicken|Pasta|Tomato Sauce,5
T00844,2026-04-04,Premium,Biscuits|Coffee,2
T00845,2026-05-05,Regular,Biscuits|Bread|Butter|Milk,4
T00846,2026-06-06,Premium,Bread|Butter|Cheese|Coffee|Juice|Milk|Pasta,7
T00847,2026-07-07,Value,Cheese|Eggs|Pasta|Tomato Sauce,4
T00848,2026-08-08,Value,Cereal|Milk,2
T00849,2026-09-09,Premium,Bread|Butter|Milk|Yogurt,4
T00850,2026-10-10,Value,Biscuits|Chicken|Coffee|Eggs|Milk,5
T00851,2026-11-11,Value,Bread|Butter|Cereal|Milk,4
T00852,2026-12-12,Regular,Biscuits|Butter|Coffee|Milk,4
T00853,2026-01-13,Value,Biscuits|Coffee|Juice,3
T00854,2026-02-14,Regular,Bread|Butter|Chips|Eggs|Juice|Milk,6
T00855,2026-03-15,Value,Cheese|Chicken|Eggs|Pasta|Tea|Tomato Sauce,6
T00856,2026-04-16,Value,Cereal|Milk,2
T00857,2026-05-17,Value,Bread|Butter|Juice|Milk,4
T00858,2026-06-18,Value,Bread|Butter|Chips|Milk,4
T00859,2026-07-19,Premium,Biscuits|Chicken|Coffee|Milk,4
T00860,2026-08-20,Regular,Cereal|Milk|Yogurt,3
T00861,2026-09-21,Value,Cereal|Milk,2
T00862,2026-10-22,Regular,Biscuits|Coffee|Milk,3
T00863,2026-11-23,Regular,Cereal|Milk,2
T00864,2026-12-24,Premium,Bread|Butter,2
T00865,2026-01-25,Premium,Bread|Butter|Milk,3
T00866,2026-02-26,Premium,Bread|Butter|Coffee|Milk,4
T00867,2026-03-27,Regular,Bread|Pasta|Tomato Sauce,3
T00868,2026-04-28,Premium,Bread|Butter|Milk,3
T00869,2026-05-01,Regular,Bread|Pasta|Tomato Sauce,3
T00870,2026-06-02,Regular,Bread|Cheese|Pasta|Tomato Sauce,4
T00871,2026-07-03,Regular,Cereal|Cheese|Milk,3
T00872,2026-08-04,Premium,Cheese|Eggs|Pasta|Tomato Sauce|Yogurt,5
T00873,2026-09-05,Premium,Biscuits|Bread|Cheese|Eggs|Pasta|Tomato Sauce,6
T00874,2026-10-06,Value,Bread|Butter|Eggs|Juice|Milk,5
T00875,2026-11-07,Premium,Biscuits|Bread|Butter,3
T00876,2026-12-08,Premium,Butter|Chicken|Pasta|Tomato Sauce,4
T00877,2026-01-09,Value,Bread|Cereal|Milk|Yogurt,4
T00878,2026-02-10,Value,Bread|Butter|Milk,3
T00879,2026-03-11,Value,Cereal|Milk,2
T00880,2026-04-12,Value,Coffee|Eggs|Pasta|Tomato Sauce,4
T00881,2026-05-13,Premium,Bread|Butter|Cereal|Milk,4
T00882,2026-06-14,Value,Cereal|Chicken|Milk|Yogurt,4
T00883,2026-07-15,Value,Biscuits|Coffee,2
T00884,2026-08-16,Regular,Biscuits|Bread|Coffee|Milk,4
T00885,2026-09-17,Regular,Biscuits|Coffee|Milk|Tea,4
T00886,2026-10-18,Regular,Bread|Butter,2
T00887,2026-11-19,Value,Biscuits|Bread|Butter|Pasta,4
T00888,2026-12-20,Premium,Cereal|Chicken|Milk|Yogurt,4
T00889,2026-01-21,Regular,Bread|Butter|Coffee|Milk|Tomato Sauce,5
T00890,2026-02-22,Value,Bread|Butter|Cereal|Milk,4
T00891,2026-03-23,Value,Biscuits|Bread|Butter|Milk,4
T00892,2026-04-24,Regular,Biscuits|Coffee|Milk,3
T00893,2026-05-25,Regular,Bread|Butter|Chips,3
T00894,2026-06-26,Premium,Bread|Butter|Eggs|Milk|Tomato Sauce,5
T00895,2026-07-27,Premium,Biscuits|Coffee|Milk,3
T00896,2026-08-28,Regular,Biscuits|Coffee|Juice|Milk|Tomato Sauce|Yogurt,6
T00897,2026-09-01,Regular,Biscuits|Bread|Butter|Cheese|Coffee|Milk|Tea,7
T00898,2026-10-02,Premium,Biscuits|Bread|Coffee|Milk|Tea,5
T00899,2026-11-03,Premium,Bread|Butter|Chicken|Juice,4
T00900,2026-12-04,Regular,Cheese|Pasta|Tomato Sauce,3
T00901,2026-01-05,Regular,Bread|Butter|Chips|Milk|Tomato Sauce,5
T00902,2026-02-06,Regular,Cereal|Milk|Yogurt,3
T00903,2026-03-07,Regular,Cheese|Pasta|Tomato Sauce,3
T00904,2026-04-08,Regular,Biscuits|Coffee|Eggs|Milk|Yogurt,5
T00905,2026-05-09,Value,Cheese|Milk|Pasta|Tomato Sauce,4
T00906,2026-06-10,Value,Biscuits|Cereal|Chips|Milk|Tea,5
T00907,2026-07-11,Premium,Bread|Juice|Pasta|Tea|Tomato Sauce,5
T00908,2026-08-12,Value,Biscuits|Coffee|Milk,3
T00909,2026-09-13,Premium,Cereal|Milk|Tea|Yogurt,4
T00910,2026-10-14,Value,Cereal|Milk|Tomato Sauce,3
T00911,2026-11-15,Premium,Biscuits|Coffee|Milk,3
T00912,2026-12-16,Premium,Bread|Butter|Cheese|Pasta|Tomato Sauce,5
T00913,2026-01-17,Value,Bread|Butter|Cereal|Eggs|Milk,5
T00914,2026-02-18,Value,Chicken|Pasta|Tomato Sauce,3
T00915,2026-03-19,Value,Bread|Butter|Milk|Tomato Sauce,4
T00916,2026-04-20,Value,Bread|Butter|Milk,3
T00917,2026-05-21,Regular,Bread|Butter|Eggs,3
T00918,2026-06-22,Premium,Milk|Pasta|Tomato Sauce,3
T00919,2026-07-23,Value,Bread|Butter|Milk,3
T00920,2026-08-24,Premium,Cheese|Chips|Milk|Pasta|Tomato Sauce|Yogurt,6
T00921,2026-09-25,Regular,Bread|Butter|Chips|Juice|Milk,5
T00922,2026-10-26,Regular,Cheese|Pasta|Tomato Sauce,3
T00923,2026-11-27,Value,Chicken|Chips|Pasta,3
T00924,2026-12-28,Regular,Biscuits|Coffee|Juice|Milk|Tea|Yogurt,6
T00925,2026-01-01,Value,Pasta|Tomato Sauce,2
T00926,2026-02-02,Regular,Biscuits|Cereal|Milk|Yogurt,4
T00927,2026-03-03,Value,Biscuits|Bread|Butter|Chicken|Coffee,5
T00928,2026-04-04,Premium,Cereal|Cheese|Juice|Milk|Yogurt,5
T00929,2026-05-05,Value,Biscuits|Chicken|Coffee,3
T00930,2026-06-06,Regular,Cereal|Milk|Pasta,3
T00931,2026-07-07,Premium,Cheese|Juice|Pasta|Tomato Sauce,4
T00932,2026-08-08,Regular,Cereal|Milk,2
T00933,2026-09-09,Value,Bread|Butter|Milk,3
T00934,2026-10-10,Value,Bread|Cereal|Chips|Pasta|Tea|Tomato Sauce,6
T00935,2026-11-11,Value,Biscuits|Coffee,2
T00936,2026-12-12,Premium,Bread|Butter|Milk|Pasta,4
T00937,2026-01-13,Regular,Biscuits|Coffee|Milk|Yogurt,4
T00938,2026-02-14,Value,Cereal|Milk|Yogurt,3
T00939,2026-03-15,Regular,Bread|Cereal|Chicken|Milk,4
T00940,2026-04-16,Regular,Bread|Cheese|Eggs|Pasta|Tomato Sauce,5
T00941,2026-05-17,Value,Chicken|Juice|Pasta|Tomato Sauce,4
T00942,2026-06-18,Value,Bread|Butter|Milk,3
T00943,2026-07-19,Value,Chicken|Juice|Pasta,3
T00944,2026-08-20,Value,Biscuits|Bread|Butter|Chicken|Milk,5
T00945,2026-09-21,Regular,Bread|Butter|Cereal|Milk|Tea,5
T00946,2026-10-22,Premium,Cereal|Milk|Pasta|Tomato Sauce,4
T00947,2026-11-23,Value,Biscuits|Coffee|Milk,3
T00948,2026-12-24,Value,Bread|Butter|Milk|Tomato Sauce,4
T00949,2026-01-25,Value,Biscuits|Coffee|Milk,3
T00950,2026-02-26,Value,Eggs|Pasta|Tomato Sauce,3
T00951,2026-03-27,Premium,Chicken|Pasta|Tomato Sauce,3
T00952,2026-04-28,Regular,Bread|Butter|Milk,3
T00953,2026-05-01,Value,Milk|Pasta|Tea|Tomato Sauce,4
T00954,2026-06-02,Regular,Cereal|Milk|Yogurt,3
T00955,2026-07-03,Premium,Cereal|Juice|Milk,3
T00956,2026-08-04,Premium,Biscuits|Bread|Butter|Milk,4
T00957,2026-09-05,Value,Cheese|Chips|Milk|Pasta|Tomato Sauce,5
T00958,2026-10-06,Value,Biscuits|Bread|Butter|Chips|Coffee|Eggs,6
T00959,2026-11-07,Value,Biscuits|Coffee,2
T00960,2026-12-08,Regular,Bread|Cereal|Cheese|Coffee|Milk|Yogurt,6
T00961,2026-01-09,Regular,Chips|Eggs|Pasta|Tea|Tomato Sauce,5
T00962,2026-02-10,Premium,Bread|Butter|Coffee|Eggs|Milk,5
T00963,2026-03-11,Regular,Biscuits|Cheese|Coffee,3
T00964,2026-04-12,Regular,Chicken|Pasta,2
T00965,2026-05-13,Regular,Biscuits|Coffee|Milk,3
T00966,2026-06-14,Premium,Bread|Butter|Milk,3
T00967,2026-07-15,Premium,Biscuits|Bread|Butter|Milk,4
T00968,2026-08-16,Value,Bread|Butter|Juice|Milk|Yogurt,5
T00969,2026-09-17,Regular,Bread|Butter|Chips|Coffee|Juice,5
T00970,2026-10-18,Regular,Bread|Cereal|Milk,3
T00971,2026-11-19,Regular,Biscuits|Chips|Coffee|Milk,4
T00972,2026-12-20,Regular,Bread|Pasta|Tomato Sauce,3
T00973,2026-01-21,Regular,Cereal|Milk|Tea|Yogurt,4
T00974,2026-02-22,Premium,Bread|Butter|Milk,3
T00975,2026-03-23,Value,Cereal|Coffee|Milk|Yogurt,4
T00976,2026-04-24,Value,Bread|Cereal|Chicken|Milk|Yogurt,5
T00977,2026-05-25,Value,Bread|Butter|Chips|Eggs|Milk|Tomato Sauce,6
T00978,2026-06-26,Regular,Biscuits|Butter|Chips|Coffee|Eggs|Juice|Milk,7
T00979,2026-07-27,Regular,Biscuits|Cereal|Eggs|Milk|Tomato Sauce,5
T00980,2026-08-28,Regular,Bread|Butter|Cheese,3
T00981,2026-09-01,Regular,Bread|Cheese|Chips|Coffee|Pasta|Tomato Sauce,6
T00982,2026-10-02,Value,Bread|Butter|Milk|Yogurt,4
T00983,2026-11-03,Value,Chicken|Milk|Pasta|Tomato Sauce|Yogurt,5
T00984,2026-12-04,Regular,Cereal|Milk,2
T00985,2026-01-05,Regular,Cereal|Pasta|Tomato Sauce,3
T00986,2026-02-06,Value,Chicken|Pasta|Tomato Sauce,3
T00987,2026-03-07,Regular,Bread|Butter|Milk|Tea,4
T00988,2026-04-08,Value,Chicken|Pasta|Tomato Sauce,3
T00989,2026-05-09,Premium,Biscuits|Butter|Coffee|Milk,4
T00990,2026-06-10,Premium,Bread|Butter|Eggs|Milk,4
T00991,2026-07-11,Value,Biscuits|Chips|Coffee,3
T00992,2026-08-12,Premium,Cheese|Pasta|Tea|Tomato Sauce,4
T00993,2026-09-13,Premium,Pasta|Tomato Sauce,2
T00994,2026-10-14,Regular,Bread|Butter|Milk,3
T00995,2026-11-15,Premium,Chicken|Pasta|Tomato Sauce,3
T00996,2026-12-16,Premium,Milk|Pasta|Tomato Sauce,3
T00997,2026-01-17,Value,Biscuits|Coffee,2
T00998,2026-02-18,Regular,Bread|Butter|Juice|Milk|Yogurt,5
T00999,2026-03-19,Value,Chicken|Pasta|Yogurt,3
T01000,2026-04-20,Premium,Bread|Butter|Eggs,3
T01001,2026-05-21,Regular,Cereal|Eggs|Milk|Yogurt,4
T01002,2026-06-22,Value,Bread|Butter|Cereal|Eggs|Juice|Milk,6
T01003,2026-07-23,Premium,Bread|Butter|Milk,3
T01004,2026-08-24,Premium,Cereal|Milk|Yogurt,3
T01005,2026-09-25,Regular,Bread|Butter|Chips|Milk,4
T01006,2026-10-26,Value,Bread|Butter|Milk,3
T01007,2026-11-27,Regular,Biscuits|Bread|Coffee|Juice|Milk|Pasta,6
T01008,2026-12-28,Value,Butter|Cheese|Chips|Pasta|Tomato Sauce|Yogurt,6
T01009,2026-01-01,Value,Eggs|Pasta|Tomato Sauce,3
T01010,2026-02-02,Value,Chicken|Pasta|Tea,3
T01011,2026-03-03,Premium,Biscuits|Coffee|Milk|Yogurt,4
T01012,2026-04-04,Premium,Biscuits|Coffee|Milk,3
T01013,2026-05-05,Regular,Bread|Butter,2
T01014,2026-06-06,Premium,Biscuits|Coffee|Tea,3
T01015,2026-07-07,Premium,Bread|Butter,2
T01016,2026-08-08,Value,Bread|Butter|Chicken|Eggs,4
T01017,2026-09-09,Regular,Bread|Butter|Eggs|Juice|Yogurt,5
T01018,2026-10-10,Premium,Chicken|Pasta,2
T01019,2026-11-11,Regular,Biscuits|Coffee|Milk|Pasta,4
T01020,2026-12-12,Premium,Bread|Cereal|Cheese|Chicken|Milk|Yogurt,6
T01021,2026-01-13,Regular,Bread|Butter,2
T01022,2026-02-14,Regular,Biscuits|Coffee|Milk|Tea,4
T01023,2026-03-15,Premium,Chicken|Pasta|Tomato Sauce,3
T01024,2026-04-16,Premium,Bread|Butter|Chicken,3
T01025,2026-05-17,Premium,Biscuits|Coffee|Juice,3
T01026,2026-06-18,Regular,Chips|Pasta|Tomato Sauce,3
T01027,2026-07-19,Regular,Butter|Cheese|Pasta|Tomato Sauce,4
T01028,2026-08-20,Regular,Cereal|Cheese|Milk|Yogurt,4
T01029,2026-09-21,Premium,Biscuits|Butter|Coffee,3
T01030,2026-10-22,Premium,Cereal|Cheese|Chips|Juice|Milk|Pasta|Yogurt,7
T01031,2026-11-23,Value,Biscuits|Bread|Chicken|Coffee,4
T01032,2026-12-24,Premium,Cereal|Milk,2
T01033,2026-01-25,Regular,Cheese|Chips|Pasta|Tea|Tomato Sauce,5
T01034,2026-02-26,Value,Biscuits|Butter|Coffee,3
T01035,2026-03-27,Premium,Biscuits|Coffee|Juice|Milk,4
T01036,2026-04-28,Value,Bread|Butter|Milk,3
T01037,2026-05-01,Premium,Biscuits|Bread|Butter,3
T01038,2026-06-02,Value,Biscuits|Coffee,2
T01039,2026-07-03,Premium,Bread|Butter|Cereal|Milk,4
T01040,2026-08-04,Value,Cereal|Coffee|Milk|Yogurt,4
T01041,2026-09-05,Value,Biscuits|Chips|Coffee,3
T01042,2026-10-06,Value,Bread|Butter|Milk|Pasta,4
T01043,2026-11-07,Premium,Bread|Butter|Milk|Yogurt,4
T01044,2026-12-08,Premium,Biscuits|Coffee|Milk,3
T01045,2026-01-09,Regular,Chicken|Pasta|Tomato Sauce,3
T01046,2026-02-10,Regular,Bread|Butter|Chicken|Juice|Milk|Tea|Yogurt,7
T01047,2026-03-11,Value,Bread|Butter|Cheese|Milk|Tomato Sauce,5
T01048,2026-04-12,Value,Bread|Chicken|Eggs|Juice|Pasta,5
T01049,2026-05-13,Premium,Bread|Butter|Cheese|Pasta|Tomato Sauce,5
T01050,2026-06-14,Premium,Biscuits|Chicken|Coffee|Milk,4
T01051,2026-07-15,Regular,Cheese|Chips|Pasta|Tea|Tomato Sauce,5
T01052,2026-08-16,Value,Bread|Butter|Cheese|Coffee,4
T01053,2026-09-17,Regular,Bread|Butter,2
T01054,2026-10-18,Value,Cheese|Eggs|Pasta|Tomato Sauce,4
T01055,2026-11-19,Regular,Cereal|Milk|Yogurt,3
T01056,2026-12-20,Value,Bread|Butter|Eggs|Milk,4
T01057,2026-01-21,Premium,Butter|Cereal|Milk,3
T01058,2026-02-22,Regular,Biscuits|Coffee|Eggs|Milk,4
T01059,2026-03-23,Regular,Bread|Butter|Milk,3
T01060,2026-04-24,Value,Cereal|Coffee|Milk|Yogurt,4
T01061,2026-05-25,Regular,Biscuits|Bread|Chicken|Coffee|Milk|Yogurt,6
T01062,2026-06-26,Value,Biscuits|Coffee|Tea,3
T01063,2026-07-27,Regular,Bread|Butter|Milk|Tea|Tomato Sauce,5
T01064,2026-08-28,Value,Bread|Butter|Coffee|Milk|Tea|Tomato Sauce,6
T01065,2026-09-01,Value,Chicken|Milk|Pasta|Tomato Sauce,4
T01066,2026-10-02,Premium,Butter|Cheese|Pasta|Tomato Sauce|Yogurt,5
T01067,2026-11-03,Regular,Biscuits|Bread|Coffee|Milk,4
T01068,2026-12-04,Value,Biscuits|Coffee|Milk,3
T01069,2026-01-05,Value,Biscuits|Coffee|Eggs|Milk,4
T01070,2026-02-06,Regular,Cheese|Chips|Juice|Pasta|Tomato Sauce,5
T01071,2026-03-07,Premium,Cereal|Coffee|Milk|Tea|Yogurt,5
T01072,2026-04-08,Value,Butter|Cheese|Chicken|Pasta|Tomato Sauce,5
T01073,2026-05-09,Value,Bread|Butter|Milk|Yogurt,4
T01074,2026-06-10,Value,Bread|Butter|Coffee|Milk,4
T01075,2026-07-11,Regular,Biscuits|Bread|Coffee|Eggs|Milk,5
T01076,2026-08-12,Premium,Cereal|Milk,2
T01077,2026-09-13,Premium,Biscuits|Cheese|Coffee|Milk|Tea,5
T01078,2026-10-14,Value,Bread|Butter|Milk,3
T01079,2026-11-15,Premium,Biscuits|Chips|Coffee|Milk,4
T01080,2026-12-16,Regular,Bread|Butter|Chips|Milk|Pasta,5
T01081,2026-01-17,Premium,Cereal|Eggs|Milk|Pasta,4
T01082,2026-02-18,Premium,Bread|Butter|Eggs|Milk,4
T01083,2026-03-19,Value,Chicken|Pasta|Tomato Sauce,3
T01084,2026-04-20,Regular,Bread|Butter|Milk,3
T01085,2026-05-21,Regular,Bread|Butter|Chips|Juice|Milk,5
T01086,2026-06-22,Premium,Cereal|Juice|Milk,3
T01087,2026-07-23,Value,Bread|Butter,2
T01088,2026-08-24,Premium,Bread|Butter|Milk,3
T01089,2026-09-25,Premium,Bread|Butter|Milk,3
T01090,2026-10-26,Regular,Biscuits|Coffee|Milk|Pasta,4
T01091,2026-11-27,Regular,Biscuits|Coffee|Milk,3
T01092,2026-12-28,Value,Bread|Butter|Chips|Milk,4
T01093,2026-01-01,Premium,Cereal|Cheese|Coffee|Eggs|Milk,5
T01094,2026-02-02,Regular,Bread|Butter|Eggs,3
T01095,2026-03-03,Value,Bread|Butter|Milk,3
T01096,2026-04-04,Premium,Biscuits|Coffee,2
T01097,2026-05-05,Premium,Biscuits|Bread|Butter|Coffee|Eggs|Pasta,6
T01098,2026-06-06,Value,Biscuits|Cereal|Cheese|Coffee|Milk,5
T01099,2026-07-07,Premium,Biscuits|Bread|Butter|Cheese|Milk,5
T01100,2026-08-08,Value,Butter|Chicken|Eggs|Pasta|Tomato Sauce,5
T01101,2026-09-09,Premium,Bread|Butter|Milk|Tea,4
T01102,2026-10-10,Premium,Cereal|Cheese|Pasta|Tomato Sauce,4
T01103,2026-11-11,Regular,Bread|Butter|Juice|Milk,4
T01104,2026-12-12,Value,Bread|Butter|Coffee|Milk,4
T01105,2026-01-13,Premium,Biscuits|Cheese|Coffee|Eggs|Milk,5
T01106,2026-02-14,Regular,Bread|Butter|Milk|Pasta,4
T01107,2026-03-15,Regular,Chicken|Milk|Pasta|Tomato Sauce,4
T01108,2026-04-16,Regular,Bread|Butter|Milk,3
T01109,2026-05-17,Premium,Bread|Chicken|Pasta|Tomato Sauce,4
T01110,2026-06-18,Premium,Biscuits|Cereal|Coffee|Milk|Tomato Sauce,5
T01111,2026-07-19,Regular,Biscuits|Cereal|Coffee|Milk,4
T01112,2026-08-20,Premium,Bread|Butter|Chicken|Eggs|Pasta,5
T01113,2026-09-21,Premium,Biscuits|Chicken|Chips|Coffee|Milk|Tomato Sauce|Yogurt,7
T01114,2026-10-22,Value,Biscuits|Coffee|Milk,3
T01115,2026-11-23,Value,Cereal|Milk|Yogurt,3
T01116,2026-12-24,Regular,Bread|Butter|Cheese|Chicken|Milk,5
T01117,2026-01-25,Regular,Bread|Butter|Coffee,3
T01118,2026-02-26,Value,Pasta|Tomato Sauce,2
T01119,2026-03-27,Regular,Bread|Butter|Eggs|Milk|Yogurt,5
T01120,2026-04-28,Regular,Cereal|Eggs|Milk|Pasta|Tomato Sauce,5
T01121,2026-05-01,Value,Biscuits|Coffee|Milk,3
T01122,2026-06-02,Regular,Cereal|Milk|Yogurt,3
T01123,2026-07-03,Value,Bread|Butter,2
T01124,2026-08-04,Value,Cheese|Coffee|Pasta|Tomato Sauce,4
T01125,2026-09-05,Regular,Biscuits|Butter|Cereal|Eggs|Milk,5
T01126,2026-10-06,Regular,Bread|Butter|Milk|Tea,4
T01127,2026-11-07,Premium,Cereal|Eggs|Milk,3
T01128,2026-12-08,Premium,Bread|Butter|Milk,3
T01129,2026-01-09,Regular,Cheese|Pasta|Tomato Sauce,3
T01130,2026-02-10,Regular,Biscuits|Bread|Coffee|Yogurt,4
T01131,2026-03-11,Premium,Biscuits|Cheese|Chips|Coffee|Pasta|Tomato Sauce,6
T01132,2026-04-12,Regular,Chicken|Milk|Pasta,3
T01133,2026-05-13,Value,Biscuits|Coffee|Eggs|Milk,4
T01134,2026-06-14,Premium,Biscuits|Butter|Coffee|Milk,4
T01135,2026-07-15,Value,Bread|Cheese|Pasta|Tea|Tomato Sauce,5
T01136,2026-08-16,Regular,Cereal|Milk|Yogurt,3
T01137,2026-09-17,Premium,Butter|Cheese|Pasta|Tomato Sauce,4
T01138,2026-10-18,Regular,Biscuits|Bread|Butter|Cheese|Chips|Coffee,6
T01139,2026-11-19,Regular,Biscuits|Coffee|Milk,3
T01140,2026-12-20,Regular,Biscuits|Coffee|Yogurt,3
T01141,2026-01-21,Regular,Bread|Butter|Cheese|Chips|Milk|Tomato Sauce,6
T01142,2026-02-22,Value,Biscuits|Cereal|Milk|Yogurt,4
T01143,2026-03-23,Premium,Biscuits|Coffee|Eggs|Milk,4
T01144,2026-04-24,Premium,Bread|Butter|Milk,3
T01145,2026-05-25,Regular,Biscuits|Bread|Coffee,3
T01146,2026-06-26,Regular,Bread|Butter|Juice|Milk,4
T01147,2026-07-27,Regular,Bread|Butter|Milk|Pasta,4
T01148,2026-08-28,Premium,Bread|Cereal|Chicken|Milk|Yogurt,5
T01149,2026-09-01,Regular,Cereal|Cheese|Milk|Yogurt,4
T01150,2026-10-02,Regular,Butter|Cereal|Juice|Milk,4
T01151,2026-11-03,Value,Cereal|Milk,2
T01152,2026-12-04,Premium,Bread|Cheese|Pasta|Tomato Sauce,4
T01153,2026-01-05,Regular,Biscuits|Coffee|Milk|Tomato Sauce|Yogurt,5
T01154,2026-02-06,Premium,Bread|Butter,2
T01155,2026-03-07,Regular,Biscuits|Chicken|Coffee|Milk|Tea,5
T01156,2026-04-08,Regular,Eggs|Pasta|Tomato Sauce,3
T01157,2026-05-09,Premium,Bread|Butter|Tea|Yogurt,4
T01158,2026-06-10,Regular,Biscuits|Chicken|Coffee|Milk|Tea,5
T01159,2026-07-11,Value,Biscuits|Bread|Butter|Cereal|Juice|Milk,6
T01160,2026-08-12,Value,Cheese|Pasta|Tomato Sauce,3
T01161,2026-09-13,Premium,Biscuits|Cereal|Coffee|Milk|Tomato Sauce|Yogurt,6
T01162,2026-10-14,Regular,Bread|Butter,2
T01163,2026-11-15,Regular,Bread|Butter|Milk,3
T01164,2026-12-16,Regular,Bread|Butter|Chicken|Milk|Tea,5
T01165,2026-01-17,Regular,Bread|Butter|Milk|Yogurt,4
T01166,2026-02-18,Value,Bread|Butter|Eggs|Milk|Pasta,5
T01167,2026-03-19,Value,Cereal|Cheese|Pasta|Tomato Sauce,4
T01168,2026-04-20,Regular,Biscuits|Coffee,2
T01169,2026-05-21,Premium,Bread|Chicken|Pasta|Tomato Sauce,4
T01170,2026-06-22,Value,Biscuits|Bread|Butter|Cheese|Milk,5
T01171,2026-07-23,Premium,Bread|Butter|Milk,3
